setID,number,name,year,theme,pieces,minifigs,availability,ageRange,dimensions,licensed,retailPrice,minAge,Package_Box,Package_Foil,Package_Other,Package_Polybag
31345,60298,Rocket Stunt Bike,2021,City,14.0,1.0,Retail,{'min': 5},"{'height': 12.2, 'width': 9.1, 'depth': 4.7, 'weight': 0.047}",False,7.99,5,1,0,0,0
31346,60299,Stunt Competition,2021,City,73.0,2.0,Retail,{'min': 5},"{'height': 19.1, 'width': 26.2, 'depth': 4.6, 'weight': 0.221}",False,29.99,5,1,0,0,0
31347,60300,Wildlife Rescue ATV,2021,City,74.0,1.0,Retail,{'min': 5},"{'height': 14.0, 'width': 15.6, 'depth': 4.3, 'weight': 0.117}",False,9.99,5,1,0,0,0
31348,60301,Wildlife Rescue Off-Roader,2021,City,157.0,3.0,Retail,{'min': 4},"{'height': 26.0, 'width': 38.0, 'depth': 5.4, 'weight': 0.592}",False,49.99,4,1,0,0,0
31349,60302,Wildlife Rescue Operation,2021,City,525.0,4.0,Retail,{'min': 6},"{'height': 37.4, 'width': 47.6, 'depth': 6.6, 'weight': 1.186}",False,89.99,6,1,0,0,0
31350,60303,City Advent Calendar,2021,City,349.0,7.0,Retail,{'min': 5},"{'height': 26.2, 'width': 38.2, 'depth': 7.1, 'weight': 0.451}",False,29.99,5,1,0,0,0
30830,60304,Road Plates,2021,City,112.0,0.0,Retail,{'min': 5},"{'height': 19.1, 'width': 26.2, 'depth': 6.1, 'weight': 0.424}",False,19.99,5,1,0,0,0
31170,60305,Car Transporter,2021,City,342.0,2.0,Retail,{'min': 5},"{'height': 19.1, 'width': 35.4, 'depth': 9.1, 'weight': 0.645}",False,29.99,5,1,0,0,0
31171,60306,Shopping Street,2021,City,533.0,6.0,Retail,{'min': 6},"{'height': 28.2, 'width': 54.0, 'depth': 7.9, 'weight': 1.191}",False,79.99,6,1,0,0,0
31660,60307,Wildlife Rescue Camp,2021,City,503.0,6.0,Retail,{'min': 6},"{'height': 37.4, 'width': 47.6, 'depth': 6.6, 'weight': 1.214}",False,99.99,6,1,0,0,0
31661,60308,Seaside Police and Fire Mission,2021,City,297.0,4.0,Retail,{'min': 5},"{'height': 25.9, 'width': 38.0, 'depth': 5.4, 'weight': 0.721}",False,49.99,5,1,0,0,0
31463,60309,Selfie Stunt Bike,2021,City,14.0,1.0,Retail,{'min': 5},"{'height': 12.2, 'width': 9.1, 'depth': 4.7, 'weight': 0.047}",False,7.99,5,1,0,0,0
31464,60310,Chicken Stunt Bike,2021,City,10.0,1.0,Retail,{'min': 5},"{'height': 12.2, 'width': 9.1, 'depth': 4.7, 'weight': 0.044}",False,7.99,5,1,0,0,0
31467,60311,Fire Stunt Bike,2021,City,11.0,1.0,Retail,{'min': 5},"{'height': 12.2, 'width': 9.1, 'depth': 4.7, 'weight': 0.045}",False,7.99,5,1,0,0,0
31899,60312,Police Car,2022,City,94.0,1.0,Retail,{'min': 5},"{'height': 14.1, 'width': 15.7, 'depth': 4.5, 'weight': 0.136}",False,9.99,5,1,0,0,0
31900,60314,Ice Cream Truck Police Chase,2022,City,317.0,3.0,Retail,{'min': 5},"{'height': 25.9, 'width': 28.0, 'depth': 5.8, 'weight': 0.574}",False,39.99,5,1,0,0,0
31901,60315,Police Mobile Command Truck,2022,City,436.0,4.0,Retail,{'min': 6},"{'height': 26.2, 'width': 38.2, 'depth': 7.1, 'weight': 0.802}",False,49.99,6,1,0,0,0
31902,60316,Police Station,2022,City,668.0,5.0,Retail,{'min': 6},"{'height': 28.2, 'width': 54.0, 'depth': 7.9, 'weight': 1.38}",False,69.99,6,1,0,0,0
31903,60317,Police Chase at the Bank,2022,City,915.0,6.0,Retail,{'min': 7},"{'height': 37.4, 'width': 47.8, 'depth': 9.3, 'weight': 1.8}",False,99.99,7,1,0,0,0
31904,60318,Fire Helicopter,2022,City,53.0,0.0,Retail,{'min': 4},"{'height': 14.1, 'width': 15.7, 'depth': 4.5, 'weight': 0.13}",False,9.99,4,1,0,0,0
31905,60319,Fire Rescue & Police Chase,2022,City,295.0,3.0,Retail,{'min': 5},"{'height': 26.2, 'width': 28.2, 'depth': 5.9, 'weight': 0.571}",False,39.99,5,1,0,0,0
31906,60320,Fire Station,2022,City,540.0,5.0,Retail,{'min': 6},"{'height': 37.8, 'width': 35.4, 'depth': 9.4, 'weight': 1.357}",False,69.99,6,1,0,0,0
31907,60321,Fire Brigade,2022,City,766.0,7.0,Retail,{'min': 7},"{'height': 37.8, 'width': 48.0, 'depth': 9.4, 'weight': 1.784}",False,99.99,7,1,0,0,0
31908,60322,Race Car,2022,City,46.0,2.0,Retail,{'min': 4},"{'height': 14.1, 'width': 15.7, 'depth': 4.5, 'weight': 0.108}",False,9.99,4,1,0,0,0
31909,60323,Stunt Plane,2022,City,59.0,1.0,Retail,{'min': 5},"{'height': 14.1, 'width': 15.7, 'depth': 6.1, 'weight': 0.132}",False,9.99,5,1,0,0,0
31910,60324,Mobile Crane,2022,City,340.0,2.0,Retail,{'min': 7},"{'height': 26.2, 'width': 38.2, 'depth': 5.7, 'weight': 0.704}",False,39.99,7,1,0,0,0
31911,60325,Cement Mixer Truck,2022,City,85.0,2.0,Retail,{'min': 4},"{'height': 19.1, 'width': 26.2, 'depth': 4.6, 'weight': 0.325}",False,19.99,4,1,0,0,0
31912,60326,Picnic in the Park,2022,City,147.0,3.0,Retail,{'min': 5},"{'height': 14.1, 'width': 26.2, 'depth': 4.8, 'weight': 0.223}",False,19.99,5,1,0,0,0
31913,60327,Horse Transporter,2022,City,196.0,2.0,Retail,{'min': 5},"{'height': 19.1, 'width': 35.4, 'depth': 7.0, 'weight': 0.495}",False,29.99,5,1,0,0,0
31914,60328,Beach Lifeguard Station,2022,City,211.0,4.0,Retail,{'min': 5},"{'height': 26.2, 'width': 28.2, 'depth': 5.9, 'weight': 0.534}",False,39.99,5,1,0,0,0
31915,60329,School Day,2022,City,433.0,8.0,Retail,{'min': 6},"{'height': 37.8, 'width': 35.4, 'depth': 7.1, 'weight': 1.0}",False,69.99,6,1,0,0,0
31916,60330,Hospital,2022,City,816.0,13.0,Retail,{'min': 7},"{'height': 37.8, 'width': 48.0, 'depth': 9.4, 'weight': 1.746}",False,119.99,7,1,0,0,0
31917,60343,Rescue Helicopter Transporter,2022,City,215.0,2.0,Retail,{'min': 5},"{'height': 19.1, 'width': 35.4, 'depth': 9.1, 'weight': 0.552}",False,29.99,5,1,0,0,0
32002,60350,Lunar Research Base,2022,City,786.0,6.0,Retail,{'min': 7},"{'height': 37.8, 'width': 48.0, 'depth': 7.1, 'weight': 1.457}",False,119.99,7,1,0,0,0
32270,60351,Rocket Launch Centre,2022,City,1010.0,0.0,Retail,{'min': 7},"{'height': 37.8, 'width': 58.2, 'depth': 8.7}",False,149.99,7,1,0,0,0
27747,66580,Holiday Copack,2017,City,1129.0,0.0,Retail - limited,"{'min': 5, 'max': 12}",{},False,109.99,5,1,0,0,0
22580,850617,Police Accessory Pack,2013,City,34.0,4.0,LEGO exclusive,{'min': 5},{'weight': 0.06},False,14.99,5,0,0,0,0
22579,850618,Fire Accessory Pack,2013,City,43.0,4.0,LEGO exclusive,{'min': 5},{'weight': 0.07},False,14.99,5,0,0,0,0
23748,850932,Polar Accessory Set,2014,City,41.0,2.0,LEGO exclusive,{'min': 5},{'weight': 0.11},False,14.99,5,0,0,0,0
