,setID,number,name,year,theme,pieces,minifigs,packagingType,availability,ageRange,dimensions,licensed,retailPrice
3,220,1271,Jungle Surprise,1999,Adventurers,33.0,1.0,Box,Unknown,{},"{'height': 9.6, 'width': 9.6, 'depth': 3.9}",False,2.0
8,940,2541,Adventurers Car,1998,Adventurers,24.0,1.0,Box,Promotional,{},{},False,2.0
9,941,2542,Adventurers Aeroplane,1998,Adventurers,21.0,1.0,Box,Promotional,{},{},False,2.0
10,1154,2879,Desert Expedition,1998,Adventurers,196.0,5.0,Box,Retail - limited,{},"{'height': 24.0, 'width': 24.0, 'depth': 6.0}",False,20.0
12,1229,2996,Adventurers Tomb,1998,Adventurers,81.0,2.0,Box,Retail - limited,{},"{'height': 9.6, 'width': 19.2, 'depth': 4.8}",False,8.0
22,1768,3722,Treasure Tomb,1998,Adventurers,164.0,0.0,Box,Retail - limited,{},{},False,20.0
23,2926,5900,Adventurer - Johnny Thunder,1998,Adventurers,13.0,1.0,Box,Retail,{},{},False,4.25
24,2927,5901,River Raft,1999,Adventurers,19.0,1.0,Box,Retail,{},{},False,4.5
25,2928,5902,River Raft,1999,Adventurers,19.0,1.0,Polybag,Promotional,{},{},False,4.5
26,2929,5903,Johnny Thunder and Baby T,2000,Adventurers,23.0,1.0,Box,Retail,{},"{'height': 7.2, 'width': 9.6, 'depth': 4.8}",False,2.0
27,2930,5904,Microcopter,2000,Adventurers,28.0,1.0,Box,Retail,{},"{'height': 7.2, 'width': 9.6, 'depth': 4.8}",False,2.0
30,2933,5909,Treasure Raiders,1998,Adventurers,197.0,5.0,Box,Retail,{},{},False,3.75
31,2934,5911,Johnny Thunder's Plane,2000,Adventurers,22.0,1.0,Polybag,Retail - limited,{},"{'height': 9.6, 'width': 14.4, 'depth': 3.9}",False,3.0
32,2935,5912,Mike's Swamp Boat,2000,Adventurers,19.0,1.0,Polybag,Retail - limited,{},{},False,3.0
33,2936,5913,Dr. Kilroy's Car,2000,Adventurers,21.0,1.0,Polybag,Retail - limited,{},"{'height': 9.6, 'width': 14.4, 'depth': 3.9}",False,3.0
34,2937,5914,Sam Sanister and Baby T,2000,Adventurers,21.0,1.0,Box,Retail - limited,{},{},False,3.0
35,2938,5918,Scorpion Tracker,1998,Adventurers,35.0,1.0,Box,Retail,{},"{'height': 7.2, 'width': 14.4, 'depth': 4.8}",False,4.0
36,2939,5919,The Valley of the Kings,1998,Adventurers,164.0,3.0,Box,Retail - limited,{},"{'height': 32.5, 'width': 43.2, 'depth': 7.2}",False,20.0
38,2941,5921,Research Glider,2000,Adventurers,57.0,1.0,Box,Retail,{},"{'height': 9.6, 'width': 19.2, 'depth': 6.0}",False,6.0
39,2944,5925,Pontoon Plane,1999,Adventurers,72.0,1.0,Box,Retail,{},"{'height': 9.6, 'width': 14.4, 'depth': 4.8}",False,6.0
40,2946,5928,Bi-Wing Baron,1998,Adventurers,70.0,1.0,Box,Retail,{},"{'height': 9.6, 'width': 14.4, 'depth': 6.0}",False,6.0
41,2947,5934,Dino Explorer,2000,Adventurers,88.0,2.0,Box,Retail,"{'min': 6, 'max': 12}","{'height': 14.4, 'width': 24.0, 'depth': 6.0}",False,14.99
42,2948,5935,Island Hopper,2000,Adventurers,205.0,1.0,Box,Retail,{},"{'height': 19.2, 'width': 28.8, 'depth': 7.2}",False,20.0
43,2949,5936,Spider's Secret,1999,Adventurers,128.0,3.0,Box,Retail,{},"{'height': 14.4, 'width': 19.2, 'depth': 4.8}",False,12.0
44,2950,5938,Oasis Ambush,1998,Adventurers,77.0,3.0,Box,Retail,{},"{'height': 9.6, 'width': 19.2, 'depth': 4.8}",False,8.0
45,2956,5948,Desert Expedition,1998,Adventurers,196.0,5.0,Box,Retail,{},"{'height': 19.2, 'width': 24.0, 'depth': 6.0}",False,20.0
46,2961,5955,All Terrain Trapper,2000,Adventurers,185.0,3.0,Box,Retail,{},"{'height': 28.8, 'width': 28.8, 'depth': 6.0}",False,30.0
47,2962,5956,Expedition Balloon,1999,Adventurers,175.0,4.0,Box,Retail,{},"{'height': 24.0, 'width': 35.2, 'depth': 14.4}",False,20.0
48,2963,5958,Mummy's Tomb,1998,Adventurers,260.0,4.0,Box,Retail - limited,{},"{'height': 24.0, 'width': 33.6, 'depth': 6.0}",False,30.0
49,2964,5975,T-Rex Transport,2000,Adventurers,321.0,5.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 7.2}",False,50.0
50,2965,5976,River Expedition,1999,Adventurers,318.0,7.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 7.2}",False,50.0
51,2966,5978,Sphinx Secret Surprise,1998,Adventurers,347.0,7.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 7.2}",False,50.0
52,2967,5986,Amazon Ancient Ruins,1999,Adventurers,458.0,8.0,Box,Retail,{},"{'height': 38.4, 'width': 43.2, 'depth': 12.0}",False,80.0
53,2968,5987,Dino Research Compound,2000,Adventurers,617.0,6.0,Box,Retail,{},"{'height': 38.4, 'width': 48.0, 'depth': 9.6}",False,80.0
54,2969,5988,The Temple of Anubis,1998,Adventurers,711.0,10.0,Box,Retail,{},"{'height': 38.4, 'width': 48.0, 'depth': 9.6}",False,80.0
55,3915,7409,Secret of the Tomb,2003,Adventurers,42.0,2.0,Box,Retail,{},"{'height': 9.6, 'width': 9.6, 'depth': 4.8}",False,4.0
56,3917,7410,Jungle River,2003,Adventurers,64.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 4.8}",False,8.0
57,3918,7411,Tygurah's Roar,2003,Adventurers,94.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 19.2, 'depth': 6.0}",False,10.0
58,3919,7412,Yeti's Hideout,2003,Adventurers,107.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 19.2, 'depth': 6.0}",False,10.0
59,3920,7413,Passage of Jun-Chi,2003,Adventurers,94.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 19.2, 'depth': 4.8}",False,10.0
60,3921,7414,Elephant Caravan,2003,Adventurers,86.0,3.0,Box,Retail,{},"{'height': 19.2, 'width': 28.8, 'depth': 6.0}",False,20.0
61,3922,7415,Aero Nomad,2003,Adventurers,120.0,2.0,Box,Retail,{},"{'height': 28.8, 'width': 19.2, 'depth': 6.0}",False,20.0
62,3923,7416,Emperor's Ship,2003,Adventurers,177.0,3.0,Box,Retail,{},"{'height': 19.2, 'width': 28.8, 'depth': 4.8}",False,20.0
63,3924,7417,Temple of Mount Everest,2003,Adventurers,292.0,4.0,Box,Retail,{},"{'height': 28.8, 'width': 28.8, 'depth': 7.2}",False,30.0
64,3925,7418,Scorpion Palace,2003,Adventurers,341.0,5.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 9.6}",False,50.0
66,3926,7419,Dragon Fortress,2003,Adventurers,732.0,9.0,Box,Retail,{},"{'height': 38.4, 'width': 57.6, 'depth': 11.4}",False,90.0
67,3927,7420,Thunder Blazer,2003,Adventurers,69.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 6.0}",False,8.0
68,3928,7422,Red Eagle,2003,Adventurers,33.0,1.0,Box,Promotional,{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,4.0
69,3929,7423,Mountain Sleigh,2003,Adventurers,30.0,1.0,Box,Promotional,{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,4.0
70,3930,7424,Black Cruiser,2003,Adventurers,28.0,1.0,Box,Promotional,{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,4.0
76,2318,4742,Chill Speeder,2004,Alpha Team,58.0,1.0,Box,Retail,{},"{'height': 9.6, 'width': 14.4, 'depth': 4.8, 'weight': 0.11}",False,4.0
77,2319,4743,Ice Blade,2004,Alpha Team,108.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 24.0, 'depth': 6.0, 'weight': 0.15}",False,10.0
78,2320,4744,Tundra Tracker,2004,Alpha Team,141.0,2.0,Box,Retail,{},"{'height': 19.2, 'width': 28.8, 'depth': 7.2, 'weight': 0.33}",False,20.0
79,2321,4745,Blue Eagle vs. Snow Crawler,2004,Alpha Team,258.0,2.0,Box,Retail,{},"{'height': 28.8, 'width': 28.8, 'depth': 6.0, 'weight': 0.46}",False,30.0
80,2322,4746,Mobile Command Center,2004,Alpha Team,426.0,5.0,Box,Retail,{},"{'height': 28.8, 'width': 48.0, 'depth': 6.0, 'weight': 0.84}",False,50.0
81,2323,4748,Ogel's Mountain Fortress,2004,Alpha Team,436.0,5.0,Box,Retail,{},"{'height': 38.4, 'width': 48.0, 'depth': 9.6, 'weight': 1.54}",False,70.0
82,4643,4770,Blizzard Blaster,2005,Alpha Team,303.0,2.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 6.0, 'weight': 0.66}",False,30.0
83,4642,4774,Scorpion Orb Launcher,2005,Alpha Team,227.0,2.0,Box,Retail,{},"{'height': 28.8, 'width': 28.8, 'depth': 4.8, 'weight': 0.39}",False,20.0
84,2338,4788,Ogel Mutant Ray,2002,Alpha Team,68.0,2.0,Box,Retail - limited,{},"{'height': 14.4, 'width': 19.2, 'depth': 6.0}",False,10.0
86,2340,4790,Alpha Team Robot Diver,2002,Alpha Team,32.0,1.0,Box,Retail,{},"{'height': 9.6, 'width': 9.6, 'depth': 4.8}",False,4.0
87,2341,4791,Alpha Team Sub-Surface Scooter,2002,Alpha Team,42.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 4.8}",False,7.0
88,2342,4792,Alpha Team Navigator and ROV,2002,Alpha Team,111.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 19.2, 'depth': 4.8}",False,10.0
89,2343,4793,Ogel Shark Sub,2002,Alpha Team,115.0,3.0,Box,Retail,{},"{'height': 19.2, 'width': 28.8, 'depth': 4.8}",False,20.0
90,2344,4794,Alpha Team Command Sub,2002,Alpha Team,189.0,2.0,Box,Retail,{},"{'height': 28.8, 'width': 28.8, 'depth': 6.0}",False,30.0
91,2345,4795,Ogel Underwater Base and AT Sub,2002,Alpha Team,468.0,4.0,Box,Retail,{},"{'height': 28.8, 'width': 48.0, 'depth': 9.6}",False,50.0
92,2346,4796,Ogel Mutant Squid,2002,Alpha Team,62.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 19.2, 'depth': 4.8}",False,10.0
93,2347,4797,Ogel Mutant Killer Whale,2002,Alpha Team,57.0,1.0,Box,Retail,{},{},False,10.0
94,2348,4798,Evil Ogel Attack,2002,Alpha Team,20.0,1.0,Box,Retail - limited,{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,3.0
95,2349,4799,Ogel Drone Octopus,2002,Alpha Team,17.0,1.0,Box,Retail - limited,{},{},False,3.0
96,2350,4800,AT Jet Sub,2002,Alpha Team,21.0,1.0,Box,Retail - limited,{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,3.0
97,3603,6771,Ogel Command Striker,2001,Alpha Team,28.0,1.0,Box,Retail,{},"{'height': 9.6, 'width': 14.4, 'depth': 3.9}",False,4.0
98,3604,6772,Alpha Team Cruiser,2001,Alpha Team,57.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 4.8}",False,7.0
99,3605,6773,Alpha Team Helicopter,2001,Alpha Team,79.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 19.2, 'depth': 4.8}",False,10.0
100,3606,6774,Alpha Team ATV,2001,Alpha Team,134.0,2.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 19.2, 'width': 28.8, 'depth': 6.0}",False,20.0
101,3607,6775,Alpha Team Bomb Squad,2001,Alpha Team,190.0,3.0,Box,Retail,{},"{'height': 28.8, 'width': 28.8, 'depth': 6.0}",False,35.0
102,3608,6776,Ogel Control Center,2001,Alpha Team,410.0,3.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 11.4}",False,50.0
103,3364,65118,Alpha Team Secret Mission Collector's Pack,2002,Alpha Team,241.0,0.0,Box,Retail - limited,{},{},False,35.0
106,6679,21000,Sears Tower,2008,Architecture,69.0,0.0,Box,Retail - limited,{},"{'height': 26.2, 'width': 14.1, 'depth': 4.8}",False,19.99
107,8762,21000,Willis Tower,2011,Architecture,69.0,0.0,Box,Retail - limited,{'min': 10},{},False,19.99
108,6680,21001,John Hancock Center,2008,Architecture,69.0,0.0,Box,Retail - limited,{},"{'height': 26.2, 'width': 14.1, 'depth': 4.8}",False,19.99
109,6896,21002,Empire State Building,2009,Architecture,77.0,0.0,Box,Retail - limited,{'min': 10},{'weight': 0.19},False,19.99
110,6897,21003,Seattle Space Needle,2009,Architecture,57.0,0.0,Box,Retail - limited,{'min': 10},{},False,19.99
111,7130,21004,Solomon Guggenheim Museum,2009,Architecture,208.0,0.0,Box,Retail - limited,{'min': 10},"{'height': 19.1, 'width': 26.2, 'depth': 6.1}",False,39.99
112,7131,21005,Fallingwater,2009,Architecture,811.0,0.0,Box,Retail - limited,{'min': 16},"{'height': 26.2, 'width': 38.2, 'depth': 7.1}",False,99.99
113,8044,21006,The White House,2010,Architecture,560.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 7.2, 'weight': 0.7}",False,49.99
114,8338,21007,Rockefeller Center,2011,Architecture,240.0,0.0,Box,Retail - limited,{'min': 10},{},False,39.99
115,8707,21008,Burj Khalifa,2011,Architecture,208.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 26.2, 'width': 14.1, 'depth': 4.8}",False,24.99
116,8721,21009,Farnsworth House,2011,Architecture,546.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 7.2}",False,59.99
117,8795,21010,Robie House,2011,Architecture,2276.0,0.0,Box,Retail - limited,{'min': 16},"{'height': 28.2, 'width': 48.0, 'depth': 7.4}",False,199.99
118,8794,21011,Brandenburg Gate,2011,Architecture,363.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 6.1, 'weight': 0.45}",False,34.99
119,9284,21012,Sydney Opera House,2012,Architecture,270.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 6.1, 'weight': 0.43}",False,39.99
120,9346,21013,Big Ben,2012,Architecture,346.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 26.2, 'width': 14.1, 'depth': 4.8, 'weight': 0.31}",False,29.99
121,9363,21014,Villa Savoye,2012,Architecture,660.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 26.2, 'width': 38.2, 'depth': 7.1}",False,69.99
122,9364,21015,The Leaning Tower of Pisa,2013,Architecture,345.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 6.1, 'weight': 0.47}",False,34.99
123,9347,21016,Sungnyemun,2012,Architecture,325.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 6.1}",False,34.99
124,10160,21017,Imperial Hotel,2013,Architecture,1188.0,0.0,Box,LEGO exclusive,{'min': 12},"{'height': 26.2, 'width': 38.2, 'depth': 7.1}",False,129.99
125,10297,21018,United Nations Headquarters,2013,Architecture,597.0,0.0,Box,LEGO exclusive,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 7.2}",False,49.99
126,23261,21019,The Eiffel Tower,2014,Architecture,321.0,0.0,Box,Retail,{'min': 12},"{'height': 26.2, 'width': 19.1, 'depth': 6.1, 'weight': 0.46}",False,34.99
127,23406,21020,Trevi Fountain,2014,Architecture,731.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 7.2, 'weight': 0.92}",False,49.99
129,23970,21022,Lincoln Memorial,2015,Architecture,274.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 4.6, 'weight': 0.33}",False,29.99
130,23936,21023,"Flatiron Building, New York",2015,Architecture,471.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 26.2, 'width': 19.1, 'depth': 6.1, 'weight': 0.47}",False,39.99
131,24319,21024,Louvre,2015,Architecture,695.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 7.2}",False,59.99
132,24662,21026,Venice,2016,Architecture,212.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 14.1, 'width': 26.2, 'depth': 4.8}",False,29.99
133,24663,21027,Berlin,2016,Architecture,289.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 14.1, 'width': 26.2, 'depth': 4.8}",False,29.99
134,24664,21028,New York City,2016,Architecture,598.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 6.1, 'weight': 0.72}",False,59.99
135,25618,21029,Buckingham Palace,2016,Architecture,780.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 9.1}",False,49.99
136,25619,21030,United States Capitol Building,2016,Architecture,1032.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 26.2, 'width': 38.2, 'depth': 9.4}",False,99.99
137,24665,21031,Burj Khalifa,2016,Architecture,333.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 26.2, 'width': 19.1, 'depth': 6.1}",False,39.99
138,26415,21032,Sydney,2017,Architecture,361.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 4.6}",False,29.99
139,26416,21033,Chicago,2017,Architecture,444.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 26.2, 'width': 19.1, 'depth': 6.1}",False,39.99
140,26417,21034,London,2017,Architecture,468.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 6.1, 'weight': 0.62}",False,39.99
141,26418,21035,Solomon R. Guggenheim Museum,2017,Architecture,744.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 26.2, 'width': 28.2, 'depth': 9.6}",False,79.99
142,26730,21036,Arc de Triomphe,2017,Architecture,386.0,0.0,Box,Retail - limited,{'min': 12},"{'height': 19.1, 'width': 26.2, 'depth': 6.1}",False,39.99
144,27445,21038,Las Vegas,2018,Architecture,487.0,0.0,Box,Retail,{'min': 12},{},False,39.99
145,27446,21039,Shanghai,2018,Architecture,597.0,0.0,Box,Retail,{},"{'height': 19.1, 'width': 26.2, 'depth': 7.2, 'weight': 0.66}",False,59.99
146,27906,21041,Great Wall of China,2018,Architecture,551.0,0.0,Box,Retail - limited,{},"{'height': 19.1, 'width': 26.2, 'depth': 7.2, 'weight': 0.81}",False,49.99
147,27907,21042,Statue of Liberty,2018,Architecture,1685.0,0.0,Box,Retail - limited,{},"{'height': 35.4, 'width': 19.1, 'depth': 11.8, 'weight': 1.44}",False,119.99
148,28503,21043,San Francisco,2019,Architecture,565.0,0.0,Box,Retail,{},"{'height': 19.1, 'width': 26.2, 'depth': 6.1}",False,49.99
149,28502,21044,Paris,2019,Architecture,649.0,0.0,Box,Retail,{},"{'height': 19.1, 'width': 26.2, 'depth': 7.2}",False,49.99
150,29037,21045,Trafalgar Square,2019,Architecture,1197.0,0.0,Box,Retail - limited,{'min': 16},"{'height': 19.1, 'width': 35.4, 'depth': 9.1}",False,79.99
151,29036,21046,Empire State Building,2019,Architecture,1767.0,0.0,Box,Retail - limited,{'min': 16},"{'height': 35.4, 'width': 19.1, 'depth': 11.8}",False,129.99
152,28128,21047,Las Vegas,2018,Architecture,501.0,0.0,Box,Retail,{},"{'height': 19.1, 'width': 26.2, 'depth': 4.6}",False,39.99
153,22843,21050,Architecture Studio,2013,Architecture,1210.0,0.0,Box,Retail - limited,{'min': 16},{'weight': 2.72},False,159.99
154,29744,21051,Tokyo,2020,Architecture,547.0,0.0,Box,Retail - limited,{'min': 16},"{'height': 19.1, 'width': 26.2, 'depth': 7.2, 'weight': 0.58}",False,59.99
155,29745,21052,Dubai,2020,Architecture,740.0,0.0,Box,Retail - limited,{'min': 16},"{'height': 19.1, 'width': 26.2, 'depth': 7.2, 'weight': 0.59}",False,59.99
156,29940,21054,The White House,2020,Architecture,1483.0,0.0,Box,Retail - limited,{'min': 18},"{'height': 26.2, 'width': 38.2, 'depth': 9.4, 'weight': 1.57}",False,99.99
158,31630,21056,Taj Mahal,2021,Architecture,2022.0,0.0,Box,Retail - limited,{'min': 18},"{'height': 26.2, 'width': 38.2, 'depth': 11.8}",False,119.99
159,32220,21057,Singapore,2022,Architecture,827.0,0.0,Box,Retail,{'min': 18},"{'height': 19.1, 'width': 26.2, 'depth': 11.8}",False,59.99
164,326,1457,Caterpillar,2001,Baby,3.0,0.0,{Not specified},{Not specified},{},{},False,8.0
165,761,2077,My Bumble Bee,2000,Baby,12.0,0.0,{Not specified},{Not specified},{},{},False,10.0
167,925,2503,Musical Apple,2000,Baby,2.0,0.0,{Not specified},{Not specified},{},{},False,10.0
168,926,2514,Activity Friends,2000,Baby,9.0,0.0,{Not specified},{Not specified},{},{},False,13.0
169,927,2517,My Rattle Friends,2000,Baby,3.0,0.0,{Not specified},{Not specified},{},{},False,6.0
170,928,2522,Play Book,2000,Baby,2.0,1.0,{Not specified},{Not specified},{},{},False,10.0
171,929,2524,My Racing Bugs,2000,Baby,4.0,0.0,{Not specified},{Not specified},{},{},False,10.0
172,930,2526,Tim & Tom's Adventure,2000,Baby,1.0,1.0,{Not specified},{Not specified},{},{},False,8.0
173,678,2587,Play Train,2000,Baby,6.0,1.0,{Not specified},{Not specified},{},{},False,6.0
174,952,2589,Timmy on Tour Stack 'n' Learn,2000,Baby,9.0,1.0,{Not specified},{Not specified},{},{},False,6.0
175,953,2591,Happy Explorers Stack 'n' Learn,2000,Baby,17.0,2.0,{Not specified},{Not specified},{},{},False,13.0
176,954,2592,Baby Mickey & Baby Minnie,2000,Baby,18.0,2.0,{Not specified},{Not specified},{},{},False,20.0
177,955,2593,Baby Mickey,2000,Baby,8.0,1.0,{Not specified},{Not specified},{},{},False,10.0
178,956,2594,Baby Mickey & Baby Minnie Playground,2000,Baby,9.0,2.0,{Not specified},{Not specified},{},{},False,15.0
179,1211,2973,Musical Apple,2001,Baby,1.0,0.0,{Not specified},{Not specified},{},{},False,8.0
180,1212,2974,Play Train,2001,Baby,6.0,1.0,{Not specified},{Not specified},{},{},False,10.0
182,1373,3161,Soft Stacking Hen,2001,Baby,5.0,0.0,{Not specified},{Not specified},{},{},False,10.0
185,1376,3170,Light and Sound Stacker,2001,Baby,10.0,0.0,{Not specified},{Not specified},{},{},False,15.0
187,1378,3173,Caterpillar Teether,2001,Baby,1.0,0.0,{Not specified},{Not specified},{},{},False,7.0
195,2789,5454,Stack & Learn Giraffe,2004,Baby,5.0,0.0,{Not specified},{Not specified},{},{},False,10.0
196,2790,5455,Stacking Jungle Set,2004,Baby,8.0,0.0,{Not specified},{Not specified},{},{},False,25.0
197,2791,5458,Pull Along Duck and Duckling,2004,Baby,7.0,0.0,{Not specified},{Not specified},{},{},False,20.0
199,4652,5461,Shape Sorter House,2005,Baby,12.0,0.0,{Not specified},{Not specified},{},{},False,13.0
200,4653,5462,Bathtime Boat,2005,Baby,4.0,1.0,{Not specified},{Not specified},{},{},False,10.0
201,4654,5463,Play Train,2005,Baby,6.0,1.0,{Not specified},{Not specified},{},{},False,10.0
205,3761,7,"Basic Building Set, 3+",1978,Basic,2.0,0.0,{Not specified},{Not specified},{},{},False,3.5
206,4079,8,"Basic Building Set, 3+",1978,Basic,1.0,0.0,{Not specified},{Not specified},{},{},False,5.5
208,2,10,"Basic Building Set, 3+",1976,Basic,152.0,0.0,{Not specified},{Not specified},{},{},False,2.75
215,743,205,People Set,1978,Basic,120.0,0.0,{Not specified},{Not specified},{},{},False,29.0
217,919,246,Santa and Sleigh,1977,Basic,1.0,0.0,{Not specified},{Not specified},{},{},False,1.5
229,1395,322,Basic Set,1981,Basic,53.0,0.0,{Not specified},{Not specified},{},{},False,6.0
233,1462,333,Basic Set,1981,Basic,98.0,2.0,{Not specified},{Not specified},{},{},False,10.0
237,1547,345,"Small Play Bucket, 3+",1993,Basic,131.0,0.0,{Not specified},{Not specified},{},{},False,17.0
240,1636,355,Universal Building Set,1981,Basic,181.0,2.0,{Not specified},{Not specified},{},{},False,18.5
268,2780,544,"Basic Building Set, 5+",1981,Basic,141.0,1.0,{Not specified},{Not specified},{},{},False,9.5
275,2824,566,"Basic Building Set, 5+",1981,Basic,288.0,2.0,{Not specified},{Not specified},{},{},False,26.0
276,2850,577,"Basic Building Set, 5+",1981,Basic,384.0,2.0,{Not specified},{Not specified},{},{},False,38.0
279,3099,624,"Basic Motor, 9V",1996,Basic,27.0,0.0,{Not specified},{Not specified},"{'min': 5, 'max': 12}",{},False,26.0
280,3116,626,"Building Plate, Green",1996,Basic,1.0,0.0,Other,Retail,{'min': 4},"{'height': 25.5, 'width': 25.5, 'depth': 0.35, 'weight': 0.12}",False,4.99
281,3127,627,"Building Plate, Blue",1996,Basic,1.0,0.0,{Not specified},{Not specified},{},{},False,5.5
282,5014,628,X-Large Baseplate Grey,1996,Basic,1.0,0.0,Shrink-wrapped,Retail,{},{'weight': 0.25},False,14.99
283,3141,629,Three Building Plates,1996,Basic,3.0,0.0,{Not specified},{Not specified},{},{},False,5.5
284,3148,630,"Brick Separator, Green",1996,Basic,1.0,0.0,Polybag,Retail,{},{},False,2.49
291,3222,637,Play Table,1996,Basic,3.0,0.0,{Not specified},{Not specified},{},{},False,45.0
293,3245,639,"Lots of Extra Basic Bricks, 5+",1996,Basic,400.0,0.0,{Not specified},{Not specified},{},{},False,19.75
297,3844,722,"Universal Building Set, 7+",1980,Basic,301.0,0.0,{Not specified},{Not specified},{},{},False,20.0
300,3895,733,"Universal Building Set, 7+",1980,Basic,533.0,0.0,{Not specified},{Not specified},{},{},False,39.0
303,3935,744,"Universal Building Set with Motor, 7+",1980,Basic,537.0,0.0,{Not specified},{Not specified},{},{},False,59.0
304,3943,745,"Baseplate, Green",1978,Basic,1.0,0.0,{Not specified},{Not specified},{},{},False,4.25
310,4081,800,Extra Bricks Red,1986,Basic,62.0,0.0,{Not specified},{Not specified},{},{},False,4.75
311,4092,801,Extra Bricks Blue,1986,Basic,82.0,0.0,{Not specified},{Not specified},{},{},False,4.75
312,4097,802,Extra Bricks White,1986,Basic,30.0,0.0,{Not specified},{Not specified},{},{},False,4.75
313,4101,803,Extra Bricks Yellow,1986,Basic,62.0,0.0,{Not specified},{Not specified},{},{},False,4.75
314,4106,804,Extra Bricks Black,1986,Basic,62.0,0.0,{Not specified},{Not specified},{},{},False,4.75
315,4110,805,Extra Bricks Grey,1986,Basic,62.0,0.0,{Not specified},{Not specified},{},{},False,4.75
320,4125,810,Basic Motor Set,1985,Basic,34.0,0.0,{Not specified},{Not specified},{},{},False,26.5
323,4128,813,"Baseplate, Green",1986,Basic,1.0,0.0,{Not specified},{Not specified},{},{},False,4.5
324,4129,814,"Baseplates, Green, Red and Yellow",1986,Basic,3.0,0.0,{Not specified},{Not specified},{},{},False,3.9
325,4130,815,"Baseplate, Grey",1986,Basic,1.0,0.0,Shrink-wrapped,Retail,{},{},False,7.5
326,4131,816,"Lighting Bricks, 4.5V",1986,Basic,18.0,0.0,{Not specified},{Not specified},{},{},False,9.5
327,4132,818,"Pull-Back Motor, Red",1990,Basic,8.0,0.0,Box,Retail,{},{},False,12.25
328,4133,819,Blue baseplate,1991,Basic,1.0,0.0,Shrink-wrapped,Retail,{},{},False,5.5
329,4135,820,Red Plates Parts Pack,1980,Basic,34.0,0.0,{Not specified},{Not specified},{},{},False,4.75
330,4143,821,"Brick Separator, Grey",1990,Basic,1.0,0.0,Polybag,Retail,{},{},False,2.25
