,setID,number,name,year,theme,pieces,minifigs,packagingType,availability,ageRange,dimensions,licensed,retailPrice
11359,1646,3561,NBA Collectors #2,2003,Sports,12.0,3.0,Box,Retail,{},{},False,8.0
11360,1647,3562,NBA Collectors #3,2003,Sports,13.0,3.0,Box,Retail,{},{},False,8.0
11361,1648,3563,NBA Collectors #4,2003,Sports,12.0,3.0,Box,Retail,{},{},False,8.0
11362,1649,3564,NBA Collectors #5,2003,Sports,12.0,3.0,Box,Retail,{},{},False,8.0
11363,1650,3565,NBA Collectors #6,2003,Sports,12.0,3.0,Box,Retail,{},{},False,8.0
11364,1651,3566,NBA Collectors #7,2003,Sports,12.0,3.0,Box,Retail,{},{},False,8.0
11365,1652,3567,NBA Collectors #8,2003,Sports,12.0,3.0,Box,Retail,{},{},False,8.0
11367,5120,3569,Grand Soccer Stadium,2006,Sports,386.0,14.0,Box,Retail,{},"{'height': 38.4, 'width': 58.2, 'depth': 7.5, 'weight': 1.75}",False,49.99
11368,5398,3570,Street Soccer,2006,Sports,199.0,4.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 4.8, 'weight': 0.56}",False,20.0
11370,1654,3578,NHL Championship Challenge,2004,Sports,374.0,8.0,Box,Retail,{},"{'height': 28.8, 'width': 48.0, 'depth': 7.2, 'weight': 0.92}",False,40.0
11371,1655,3579,NHL Street Hockey,2004,Sports,114.0,2.0,Box,Retail,{},"{'height': 19.2, 'width': 28.8, 'depth': 6.0, 'weight': 0.36}",False,20.0
11372,1658,3584,Rapid Return,2003,Sports,47.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 6.0}",False,8.0
11373,1659,3585,Snowboard Super Pipe,2003,Sports,227.0,2.0,Box,Retail,{},"{'height': 28.8, 'width': 48.0, 'depth': 11.4}",False,50.0
11419,89,10121,NBA Basketball Teams,2003,Sports,20.0,5.0,Box,Retail,{},{},False,10.0
11420,92,10127,NHL All Teams Set,2003,Sports,59.0,0.0,Box,Retail,{},"{'height': 14.4, 'width': 19.2, 'depth': 7.2}",False,9.0
11421,3373,65182,Slammer Stadium,2003,Sports,22.0,0.0,Box,Retail,{},{},False,40.0
11423,4052,78800,Soccer Co-Pack,2001,Sports,129.0,0.0,Box,Retail,{},{},False,20.0
11424,9657,78880,Football Co-Pack,2001,Sports,125.0,0.0,Box,Retail - limited,{},{},False,19.99
11426,1469,3340,"Star Wars #1 - Emperor Palpatine, Darth Maul and Darth Vader",2000,Star Wars,32.0,3.0,Box,LEGO exclusive,{},{},False,5.0
11427,1470,3341,"Star Wars #2 - Luke Skywalker, Han Solo and Boba Fett",2000,Star Wars,22.0,3.0,Box,LEGO exclusive,{},{},False,5.0
11428,1471,3342,Star Wars #3 - Chewbacca and 2 Biker Scouts,2000,Star Wars,22.0,3.0,Box,LEGO exclusive,{},{},False,5.0
11429,1472,3343,Star Wars #4 - Battle Droid Commander and 2 Battle Droids,2000,Star Wars,30.0,3.0,Box,LEGO exclusive,{},{},False,5.0
11430,2136,4475,Jabba's Message,2003,Star Wars,44.0,3.0,Box,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 3.9}",False,7.0
11431,2137,4476,Jabba's Prize,2003,Star Wars,40.0,3.0,Box,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 3.9}",False,7.0
11432,2138,4477,T-16 Skyhopper ,2003,Star Wars,98.0,1.0,Box,Retail,{},"{'height': 19.2, 'width': 19.2, 'depth': 4.8}",False,15.0
11433,2139,4478,Geonosian Fighter,2003,Star Wars,170.0,4.0,Box,Retail,{},"{'height': 19.2, 'width': 28.8, 'depth': 4.8}",False,20.0
11434,2140,4479,TIE Bomber,2003,Star Wars,230.0,1.0,Box,Retail,{},"{'height': 28.8, 'width': 28.8, 'depth': 6.0}",False,30.0
11435,2141,4480,Jabba's Palace,2003,Star Wars,231.0,6.0,Box,Retail,{},"{'height': 28.8, 'width': 28.8, 'depth': 7.2}",False,30.0
11436,2142,4481,Hailfire Droid,2003,Star Wars,681.0,0.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 9.6}",False,50.0
11437,2143,4482,AT-TE,2003,Star Wars,658.0,4.0,Box,Retail,{},"{'height': 38.4, 'width': 48.0, 'depth': 7.2}",False,70.0
11438,2144,4483,AT-AT,2003,Star Wars,1064.0,4.0,Box,Retail,{},"{'height': 38.4, 'width': 57.6, 'depth': 9.6}",False,100.0
11439,2145,4484,X-Wing Fighter & TIE Advanced,2003,Star Wars,76.0,0.0,Blister pack,Retail,{},"{'height': 14.4, 'width': 11.0, 'depth': 4.4}",False,4.0
11440,2146,4485,Sebulba's Podracer & Anakin's Podracer,2003,Star Wars,72.0,0.0,Blister pack,Retail,{},"{'height': 14.4, 'width': 11.0, 'depth': 4.4}",False,4.0
11441,2147,4486,AT-ST & Snowspeeder,2003,Star Wars,76.0,0.0,Blister pack,Retail,{},"{'height': 14.4, 'width': 11.0, 'depth': 4.4}",False,4.0
11442,2148,4487,Jedi Starfighter & Slave I,2003,Star Wars,53.0,0.0,Blister pack,Retail,{},"{'height': 14.4, 'width': 11.0, 'depth': 4.4}",False,4.0
11443,2149,4488,Millennium Falcon,2003,Star Wars,87.0,0.0,Blister pack,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 4.4}",False,7.0
11444,2150,4489,AT-AT,2003,Star Wars,98.0,0.0,Blister pack,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 4.4}",False,7.0
11445,2151,4490,Republic Gunship,2003,Star Wars,102.0,0.0,Blister pack,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 4.4}",False,7.0
11446,2152,4491,MTT,2003,Star Wars,99.0,0.0,Blister pack,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 4.4}",False,7.0
11447,2153,4492,Star Destroyer,2004,Star Wars,87.0,0.0,Blister pack,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 4.4}",False,7.0
11448,2154,4493,Sith Infiltrator,2004,Star Wars,55.0,0.0,Blister pack,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 4.4}",False,6.99
11449,2155,4494,Imperial Shuttle,2004,Star Wars,82.0,0.0,Blister pack,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 4.4}",False,7.0
11450,2156,4495,AT-TE,2004,Star Wars,63.0,0.0,Blister pack,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 4.4}",False,7.0
11451,2160,4500,Rebel Snowspeeder,2004,Star Wars,214.0,3.0,Box,Retail,{},"{'height': 19.2, 'width': 28.8, 'depth': 6.0, 'weight': 0.28}",False,20.0
11452,2161,4501,Mos Eisley Cantina,2004,Star Wars,193.0,5.0,Box,Retail,{},"{'height': 28.8, 'width': 28.8, 'depth': 7.2}",False,30.0
11453,2162,4502,X-wing Fighter,2004,Star Wars,563.0,3.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 7.2, 'weight': 0.74}",False,50.0
11454,2163,4504,Millennium Falcon,2004,Star Wars,985.0,5.0,Box,Retail,{},"{'height': 38.4, 'width': 57.6, 'depth': 9.6, 'weight': 1.83}",False,100.0
11455,5037,6205,V-wing Fighter,2006,Star Wars,118.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 24.0, 'depth': 6.0, 'weight': 0.19}",False,10.0
11456,5034,6206,TIE Interceptor,2006,Star Wars,212.0,1.0,Box,Retail,{},"{'height': 28.8, 'width': 28.8, 'depth': 6.0, 'weight': 0.45}",False,19.99
11457,5035,6207,A-wing Fighter,2006,Star Wars,194.0,2.0,Box,Retail,{},"{'height': 19.2, 'width': 28.8, 'depth': 6.0, 'weight': 0.36}",False,16.0
11458,5033,6208,B-wing Fighter,2006,Star Wars,435.0,2.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 6.0, 'weight': 0.78}",False,34.99
11459,5038,6209,Slave I,2006,Star Wars,537.0,5.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 28.8, 'width': 48.0, 'depth': 6.0, 'weight': 1.03}",False,49.99
11460,4765,6210,Jabba's Sail Barge,2006,Star Wars,781.0,8.0,Box,Retail,{},"{'height': 38.4, 'width': 48.0, 'depth': 7.2, 'weight': 1.45}",False,74.99
11461,4766,6211,Imperial Star Destroyer,2006,Star Wars,1367.0,9.0,Box,{Not specified},"{'min': 9, 'max': 14}","{'height': 38.4, 'width': 65.2, 'depth': 9.6, 'weight': 2.45}",False,99.99
11462,5508,6212,X-wing Fighter,2006,Star Wars,437.0,6.0,Box,Retail,{},"{'height': 28.8, 'width': 48.0, 'depth': 6.0}",False,49.99
11465,3737,6965,TIE Interceptor,2004,Star Wars,32.0,0.0,Polybag,Promotional,{},{},False,5.0
11466,4809,6966,Jedi Starfighter,2005,Star Wars,38.0,0.0,Polybag,Promotional,{},"{'height': 14.0, 'width': 14.0, 'depth': 2.0, 'weight': 0.03}",False,4.99
11469,3791,7101,Lightsaber Duel,1999,Star Wars,52.0,2.0,Box,Retail,{},"{'height': 9.6, 'width': 14.4, 'depth': 4.8}",False,6.0
11470,3792,7103,Jedi Duel,2002,Star Wars,82.0,2.0,Box,Retail,{},"{'height': 14.4, 'width': 19.2, 'depth': 4.8}",False,10.0
11471,3793,7104,Desert Skiff,2000,Star Wars,55.0,2.0,Box,Retail,{},"{'height': 9.6, 'width': 19.2, 'depth': 4.8}",False,6.0
11472,3794,7106,Droid Escape,2001,Star Wars,45.0,2.0,Box,Retail,{},"{'height': 9.6, 'width': 19.2, 'depth': 6.0}",False,6.0
11473,3795,7110,Landspeeder,1999,Star Wars,49.0,2.0,Box,Retail,{},"{'height': 9.6, 'width': 14.4, 'depth': 4.8}",False,6.0
11474,3796,7111,Droid Fighter,1999,Star Wars,62.0,0.0,Box,Retail,{},"{'height': 9.6, 'width': 14.4, 'depth': 6.0}",False,6.0
11475,3797,7113,Tusken Raider Encounter,2002,Star Wars,93.0,3.0,Box,Retail,{},"{'height': 14.4, 'width': 19.2, 'depth': 4.8}",False,10.0
11476,3798,7115,Gungan Patrol,2000,Star Wars,77.0,2.0,Box,Retail,{},"{'height': 14.4, 'width': 24.0, 'depth': 4.8}",False,10.0
11477,3799,7119,Twin-Pod Cloud Car,2002,Star Wars,118.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 19.2, 'depth': 6.0}",False,10.0
11478,3800,7121,Naboo Swamp,1999,Star Wars,82.0,4.0,Box,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 4.8}",False,10.0
11479,3801,7124,Flash Speeder,2000,Star Wars,106.0,1.0,Box,Retail,{},"{'height': 14.4, 'width': 19.2, 'depth': 4.8}",False,10.0
11480,3802,7126,Battle Droid Carrier,2001,Star Wars,133.0,7.0,Box,Retail,{},"{'height': 14.4, 'width': 19.2, 'depth': 4.8}",False,10.0
11481,3803,7127,Imperial AT-ST,2001,Star Wars,107.0,1.0,Box,Retail,{},"{'height': 19.2, 'width': 14.4, 'depth': 4.8}",False,10.0
11482,3804,7128,Speeder Bikes,1999,Star Wars,93.0,3.0,Box,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 4.8}",False,10.0
11483,3805,7130,Snowspeeder,1999,Star Wars,215.0,3.0,Box,Retail,{},"{'height': 19.2, 'width': 24.0, 'depth': 6.0}",False,20.0
11484,3806,7131,Anakin's Podracer,1999,Star Wars,136.0,3.0,Box,Retail,{},"{'height': 14.4, 'width': 24.0, 'depth': 4.8}",False,15.0
11485,3807,7133,Bounty Hunter Pursuit,2002,Star Wars,259.0,3.0,Box,Retail,{},"{'height': 28.8, 'width': 28.8, 'depth': 4.8}",False,30.0
11486,3808,7134,A-wing Fighter,2000,Star Wars,125.0,2.0,Box,Retail,{},"{'height': 19.2, 'width': 19.2, 'depth': 6.0}",False,15.0
11487,3809,7139,Ewok Attack,2002,Star Wars,121.0,4.0,Box,Retail,{},"{'height': 19.2, 'width': 19.2, 'depth': 4.8}",False,13.0
11488,3810,7140,X-wing Fighter,1999,Star Wars,266.0,4.0,Box,Retail,{},"{'height': 24.0, 'width': 33.6, 'depth': 6.0}",False,30.0
11489,3811,7141,Naboo Fighter,1999,Star Wars,179.0,4.0,Box,Retail,{},"{'height': 19.2, 'width': 24.0, 'depth': 6.0}",False,20.0
11490,3812,7142,X-wing Fighter,2002,Star Wars,267.0,4.0,Box,Retail,{},"{'height': 24.0, 'width': 33.6, 'depth': 6.0}",False,30.0
11491,3813,7143,Jedi Starfighter,2002,Star Wars,138.0,1.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 19.2, 'width': 28.8, 'depth': 4.8}",False,20.0
11492,3814,7144,Slave I,2000,Star Wars,166.0,2.0,Box,Retail,{},"{'height': 28.8, 'width': 19.2, 'depth': 6.0}",False,20.0
11493,3815,7146,TIE Fighter,2001,Star Wars,171.0,2.0,Box,Retail,{},"{'height': 28.8, 'width': 19.2, 'depth': 7.2}",False,20.0
11494,3817,7150,TIE Fighter & Y-wing,1999,Star Wars,409.0,3.0,Box,Retail,{},"{'height': 28.8, 'width': 43.2, 'depth': 6.0}",False,50.0
11495,3818,7151,Sith Infiltrator,1999,Star Wars,244.0,1.0,Box,Retail,{},"{'height': 24.0, 'width': 33.6, 'depth': 7.2}",False,30.0
11496,3819,7152,TIE Fighter & Y-wing,2002,Star Wars,410.0,3.0,Box,Retail,{},"{'height': 28.8, 'width': 43.2, 'depth': 6.0}",False,50.0
11497,3820,7153,Jango Fett's Slave I,2002,Star Wars,360.0,2.0,Box,Retail,{},"{'height': 38.4, 'width': 28.8, 'depth': 7.2}",False,50.0
11498,3821,7155,Trade Federation AAT,2000,Star Wars,158.0,2.0,Box,Retail,{},"{'height': 19.2, 'width': 28.8, 'depth': 6.0}",False,20.0
11499,3822,7159,Star Wars Podracing Bucket,2000,Star Wars,292.0,3.0,Bucket,Retail,{},"{'height': 26.6, 'width': 21.4, 'depth': 21.4}",False,25.0
11500,3823,7161,Gungan Sub,1999,Star Wars,379.0,3.0,Box,Retail,{},"{'height': 28.8, 'width': 43.2, 'depth': 6.0}",False,50.0
11501,3824,7163,Republic Gunship,2002,Star Wars,693.0,8.0,Box,Retail,{},"{'height': 38.4, 'width': 57.6, 'depth': 7.2}",False,90.0
11502,3825,7166,Imperial Shuttle,2001,Star Wars,238.0,4.0,Box,Retail,{},"{'height': 28.8, 'width': 28.8, 'depth': 7.2}",False,35.0
11503,3826,7171,Mos Espa Podrace,1999,Star Wars,896.0,10.0,Box,Retail,{},"{'height': 38.4, 'width': 53.2, 'depth': 7.2}",False,90.0
11504,3827,7180,B-wing at Rebel Control Center,2000,Star Wars,338.0,3.0,Box,Retail,{},"{'height': 28.8, 'width': 28.8, 'depth': 6.0}",False,30.0
11505,3828,7181,TIE Interceptor,2000,Star Wars,703.0,0.0,Box,{Not specified},{},"{'height': 43.2, 'width': 53.2, 'depth': 7.2}",False,100.0
11506,3829,7184,Trade Federation MTT,2000,Star Wars,470.0,7.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 7.2}",False,50.0
11507,3830,7186,Watto's Junkyard,2001,Star Wars,443.0,2.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 7.2}",False,50.0
11508,3831,7190,Millennium Falcon,2000,Star Wars,663.0,6.0,Box,Retail,{},"{'height': 43.2, 'width': 53.2, 'depth': 7.2}",False,100.0
11509,3832,7191,X-wing Fighter,2000,Star Wars,1300.0,1.0,Box,Retail - limited,{'min': 14},"{'height': 43.2, 'width': 59.2, 'depth': 7.2}",False,150.0
11510,3833,7194,Yoda,2002,Star Wars,1075.0,0.0,Box,LEGO exclusive,{},"{'height': 38.4, 'width': 57.6, 'depth': 7.2}",False,100.0
11511,3835,7200,Final Duel I,2002,Star Wars,31.0,2.0,Box,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 3.9}",False,7.0
11512,3836,7201,Final Duel II,2002,Star Wars,26.0,3.0,Box,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 3.9}",False,7.0
11513,3837,7203,Jedi Defense I,2002,Star Wars,59.0,3.0,Box,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 3.9}",False,7.0
11514,3838,7204,Jedi Defense II,2002,Star Wars,53.0,3.0,Box,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 3.9}",False,7.0
11515,3864,7250,Clone Scout Walker,2005,Star Wars,108.0,1.0,Box,Retail,{},"{'height': 19.2, 'width': 14.4, 'depth': 6.0, 'weight': 0.12}",False,10.0
11516,3865,7251,Darth Vader Transformation,2005,Star Wars,53.0,3.0,Box,Retail,{},"{'height': 14.4, 'width': 14.4, 'depth': 6.0, 'weight': 0.09}",False,7.0
11517,3866,7252,Droid Tri-Fighter,2005,Star Wars,148.0,1.0,Box,Retail,{},"{'height': 19.2, 'width': 19.2, 'depth': 6.0, 'weight': 0.18}",False,15.0
11518,3867,7255,General Grievous Chase,2005,Star Wars,111.0,2.0,Box,Retail,{},"{'height': 19.2, 'width': 28.8, 'depth': 6.0, 'weight': 0.29}",False,20.0
11519,3868,7256,Jedi Starfighter and Vulture Droid,2005,Star Wars,202.0,1.0,Box,Retail,{},"{'height': 19.2, 'width': 28.8, 'depth': 7.2, 'weight': 0.34}",False,20.0
11520,3869,7257,Ultimate Lightsaber Duel,2005,Star Wars,282.0,2.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 7.2, 'weight': 0.69}",False,30.0
11521,3870,7258,Wookiee Attack,2005,Star Wars,366.0,5.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 6.0, 'weight': 0.46}",False,30.0
11522,3871,7259,ARC-170 Fighter,2005,Star Wars,396.0,4.0,Box,Retail,{},"{'height': 28.8, 'width': 43.2, 'depth': 6.0, 'weight': 0.7}",False,40.0
11523,3872,7260,Wookiee Catamaran,2005,Star Wars,376.0,6.0,Box,Retail,{},"{'height': 28.8, 'width': 48.0, 'depth': 7.2, 'weight': 0.95}",False,50.0
11524,3873,7261,Clone Turbo Tank,2005,Star Wars,801.0,7.0,Box,Retail,{},"{'height': 38.4, 'width': 57.6, 'depth': 9.6, 'weight': 1.78}",False,90.0
11525,9336,7261,"Clone Turbo Tank (non-light-up, 2006 edition)",2006,Star Wars,813.0,8.0,Box,Retail,{},{},False,90.0
11526,3874,7262,TIE Fighter and Y-Wing,2004,Star Wars,412.0,3.0,Box,Retail,{},"{'height': 28.8, 'width': 48.0, 'depth': 6.0}",False,50.0
11527,3875,7263,TIE Fighter,2005,Star Wars,159.0,2.0,Box,Retail,{},"{'height': 28.8, 'width': 19.2, 'depth': 9.6, 'weight': 0.49}",False,20.0
11528,4797,7264,Imperial Inspection,2005,Star Wars,367.0,10.0,Box,Retail,{},"{'height': 28.8, 'width': 48.0, 'depth': 6.0}",False,50.0
11529,5032,7283,Ultimate Space Battle,2005,Star Wars,567.0,4.0,Box,{Not specified},{},"{'height': 28.8, 'width': 43.2, 'depth': 6.0}",False,50.0
11530,5584,7654,Droids Battle Pack,2007,Star Wars,102.0,7.0,Box,{Not specified},{},"{'height': 14.4, 'width': 19.2, 'depth': 4.8, 'weight': 0.12}",False,9.99
11531,5585,7655,Clone Troopers Battle Pack,2007,Star Wars,58.0,4.0,Box,{Not specified},{},"{'height': 14.4, 'width': 19.2, 'depth': 4.8, 'weight': 0.1}",False,9.99
11532,5586,7656,General Grievous Starfighter,2007,Star Wars,232.0,1.0,Box,{Not specified},{},"{'height': 28.8, 'width': 28.8, 'depth': 6.0, 'weight': 0.4}",False,19.99
11533,5587,7657,AT-ST,2007,Star Wars,244.0,1.0,Box,{Not specified},{},"{'height': 28.8, 'width': 28.8, 'depth': 6.0, 'weight': 0.44}",False,19.99
11534,5588,7658,Y-wing Fighter,2007,Star Wars,454.0,2.0,Box,{Not specified},{},"{'height': 28.8, 'width': 43.2, 'depth': 6.0, 'weight': 0.69}",False,39.99
11535,5589,7659,Imperial Landing Craft,2007,Star Wars,471.0,5.0,Box,{Not specified},{},"{'height': 28.8, 'width': 48.0, 'depth': 7.2, 'weight': 0.92}",False,49.99
11536,5608,7660,Naboo N-1 Starfighter with Vulture Droid,2007,Star Wars,280.0,3.0,Box,{Not specified},{},"{'height': 28.8, 'width': 38.4, 'depth': 6.0, 'weight': 0.67}",False,29.99
11537,5609,7661,Jedi Starfighter with Hyperdrive Booster Ring,2007,Star Wars,575.0,2.0,Box,{Not specified},{},"{'height': 28.8, 'width': 48.0, 'depth': 7.2, 'weight': 0.93}",False,49.99
11538,5610,7662,Trade Federation MTT,2007,Star Wars,1330.0,21.0,Box,{Not specified},{},"{'height': 38.4, 'width': 65.2, 'depth': 9.6, 'weight': 2.45}",False,99.99
11539,5873,7663,Sith Infiltrator,2007,Star Wars,310.0,1.0,Box,{Not specified},{},"{'height': 28.8, 'width': 38.4, 'depth': 6.0}",False,29.99
11540,5842,7664,TIE Crawler,2007,Star Wars,548.0,2.0,Box,Retail,{},"{'height': 28.8, 'width': 48.0, 'depth': 6.0}",False,49.99
11541,5934,7665,Republic Cruiser,2007,Star Wars,919.0,5.0,Box,{Not specified},{},"{'height': 38.4, 'width': 57.6, 'depth': 7.2}",False,89.99
11542,5935,7666,Hoth Rebel Base,2007,Star Wars,548.0,8.0,Box,{Not specified},{},"{'height': 28.8, 'width': 48.0, 'depth': 7.2}",False,49.99
11543,6212,7667,Imperial Dropship,2008,Star Wars,81.0,4.0,Box,{Not specified},{},"{'height': 14.4, 'width': 19.2, 'depth': 4.8, 'weight': 0.13}",False,9.99
11544,6213,7668,Rebel Scout Speeder,2008,Star Wars,82.0,4.0,Box,{Not specified},{},"{'height': 14.4, 'width': 19.2, 'depth': 4.8, 'weight': 0.14}",False,9.99
11545,6214,7669,Anakin's Jedi Starfighter,2008,Star Wars,153.0,2.0,Box,{Not specified},{},"{'height': 28.8, 'width': 28.8, 'depth': 4.8, 'weight': 0.37}",False,19.99
11546,6215,7670,Hailfire Droid & Spider Droid,2008,Star Wars,249.0,5.0,Box,{Not specified},{},"{'height': 28.8, 'width': 28.8, 'depth': 4.8, 'weight': 0.31}",False,19.99
11547,6216,7671,AT-AP Walker,2008,Star Wars,392.0,2.0,Box,{Not specified},{},"{'height': 28.8, 'width': 43.2, 'depth': 6.0, 'weight': 0.72}",False,39.99
11548,6217,7672,Rogue Shadow,2008,Star Wars,482.0,3.0,Box,Retail,{},"{'height': 28.8, 'width': 48.0, 'depth': 7.2, 'weight': 0.99}",False,49.99
11549,6377,7673,Magna Guard Starfighter,2008,Star Wars,431.0,2.0,Box,{Not specified},{},"{'height': 28.8, 'width': 43.2, 'depth': 7.2, 'weight': 0.77}",False,44.99
11550,6378,7674,V-19 Torrent,2008,Star Wars,471.0,1.0,Box,{Not specified},{},"{'height': 28.8, 'width': 48.0, 'depth': 7.2, 'weight': 0.99}",False,54.99
11551,6379,7675,AT-TE Walker,2008,Star Wars,798.0,6.0,Box,{Not specified},{},"{'height': 38.4, 'width': 48.0, 'depth': 9.6, 'weight': 1.53}",False,89.99
11552,6380,7676,Republic Attack Gunship,2008,Star Wars,1034.0,7.0,Box,Retail,"{'min': 9, 'max': 14}","{'height': 38.4, 'width': 65.2, 'depth': 9.6, 'weight': 2.04}",False,119.99
11553,6381,7678,Droid Gunship,2008,Star Wars,329.0,3.0,Box,Retail,{},"{'height': 28.8, 'width': 38.4, 'depth': 6.0}",False,29.99
11554,6382,7679,Republic Fighter Tank,2008,Star Wars,592.0,2.0,Box,{Not specified},{},"{'height': 28.8, 'width': 48.0, 'depth': 7.2}",False,49.99
11555,6420,7680,The Twilight,2008,Star Wars,882.0,4.0,Box,{Not specified},{},"{'height': 38.4, 'width': 57.6, 'depth': 9.6}",False,99.99
11556,6421,7681,Separatist Spider Droid,2008,Star Wars,206.0,5.0,Box,{Not specified},{},"{'height': 28.8, 'width': 28.8, 'depth': 6.0}",False,29.99
11557,6934,7748,Corporate Alliance Tank Droid,2009,Star Wars,216.0,4.0,Box,{Not specified},"{'min': 7, 'max': 12}","{'height': 26.2, 'width': 28.2, 'depth': 4.6, 'weight': 0.31}",False,24.99
11558,6935,7749,Echo Base,2009,Star Wars,155.0,5.0,Box,{Not specified},"{'min': 7, 'max': 12}","{'height': 26.2, 'width': 28.2, 'depth': 6.4, 'weight': 0.34}",False,24.99
11559,6893,7751,Ahsoka's Starfighter and Vulture Droid,2009,Star Wars,291.0,4.0,Box,Retail,"{'min': 8, 'max': 14}","{'height': 26.2, 'width': 38.2, 'depth': 5.7}",False,39.99
11560,6951,7752,Count Dooku's Solar Sailer,2009,Star Wars,385.0,4.0,Box,Retail,"{'min': 8, 'max': 14}","{'height': 28.2, 'width': 48.0, 'depth': 7.4}",False,54.99
11561,6969,7753,Pirate Tank,2009,Star Wars,372.0,3.0,Box,Retail,"{'min': 8, 'max': 14}","{'height': 26.2, 'width': 38.2, 'depth': 5.7}",False,39.99
11562,6970,7754,Home One Mon Calamari Star Cruiser,2009,Star Wars,789.0,6.0,Box,Retail,"{'min': 9, 'max': 14}","{'height': 37.8, 'width': 58.2, 'depth': 8.7}",False,109.99
11563,6936,7778,Midi-scale Millennium Falcon,2009,Star Wars,356.0,0.0,Box,Retail,"{'min': 8, 'max': 14}","{'height': 26.2, 'width': 38.2, 'depth': 7.1}",False,39.99
11564,8316,7868,Mace Windu's Jedi Starfighter,2011,Star Wars,309.0,5.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 26.2, 'width': 38.2, 'depth': 4.7}",False,39.99
11565,8317,7869,Battle for Geonosis,2011,Star Wars,331.0,5.0,Box,Retail,"{'min': 8, 'max': 14}","{'height': 26.2, 'width': 38.2, 'depth': 5.7}",False,39.99
11566,8583,7877,Naboo Starfighter,2011,Star Wars,318.0,6.0,Box,Retail,"{'min': 7, 'max': 14}","{'height': 26.2, 'width': 38.2, 'depth': 5.7}",False,49.99
11567,8584,7879,Hoth Echo Base,2011,Star Wars,773.0,8.0,Box,Retail,"{'min': 8, 'max': 14}","{'height': 37.8, 'width': 48.0, 'depth': 7.1}",False,89.99
11568,8318,7913,Clone Trooper Battle Pack,2011,Star Wars,85.0,4.0,Box,Retail,"{'min': 6, 'max': 12}","{'height': 14.1, 'width': 19.1, 'depth': 4.6, 'weight': 0.1}",False,12.99
11569,8319,7914,Mandalorian Battle Pack,2011,Star Wars,68.0,4.0,Box,Retail,"{'min': 6, 'max': 12}","{'height': 14.1, 'width': 19.1, 'depth': 4.6, 'weight': 0.09}",False,12.99
11570,8320,7915,Imperial V-wing Starfighter,2011,Star Wars,139.0,2.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 26.19, 'width': 28.19, 'depth': 4.6, 'weight': 0.33}",False,19.99
11571,8229,7929,The Battle of Naboo,2011,Star Wars,241.0,12.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 26.19, 'width': 28.19, 'depth': 4.6, 'weight': 0.34}",False,24.99
11572,8332,7930,Bounty Hunter Assault Gunship,2011,Star Wars,389.0,4.0,Box,Retail,"{'min': 8, 'max': 14}","{'height': 28.19, 'width': 48.01, 'depth': 6.1, 'weight': 0.74}",False,49.99
11573,8333,7931,T-6 Jedi Shuttle,2011,Star Wars,389.0,4.0,Box,Retail,"{'min': 8, 'max': 14}","{'height': 37.8, 'width': 35.41, 'depth': 7.06, 'weight': 0.92}",False,59.99
11574,8585,7956,Ewok Attack,2011,Star Wars,166.0,3.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 26.19, 'width': 28.19, 'depth': 4.6, 'weight': 0.32}",False,24.99
11575,8586,7957,Sith Nightspeeder,2011,Star Wars,214.0,3.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 26.19, 'width': 28.19, 'depth': 4.6, 'weight': 0.32}",False,24.99
